字,漢音
王,ワウ
蚟,ワウ
𩵭,ワウ
彺,ワウ
央,ヤウ
鴦,ヤウ
殃,ヤウ
䄃,ヤウ
鉠,ヤウ
秧,ヤウ
霙,ヤウ
胦,ヤウ
泱,ヤウ
強,キャウ
彊,キャウ
䲔,キャウ
勥,キャウ
𦳝,タウ
倀,タウ
鼚,タウ
芳,ハウ
妨,ハウ
淓,ハウ
狂,クヰャウ
軖,クヰャウ
軭,クヰャウ
鵟,クヰャウ
㞷,クヰャウ
唐,タウ
啺,タウ
𥏬,タウ
煻,タウ
糖,タウ
糛,タウ
堂,タウ
坣,タウ
𪕹,タウ
棠,タウ
搪,タウ
蓎,タウ
瑭,タウ
餹,タウ
篖,タウ
螗,タウ
𤚫,タウ
𤛋,タウ
螳,タウ
塘,タウ
碭,タウ
鶶,タウ
𩹶,タウ
踼,タウ
闛,タウ
赯,タウ
磄,タウ
溏,タウ
䣘,タウ
傏,タウ
隚,タウ
䧜,タウ
𨶈,タウ
鎕,タウ
䉎,タウ
𨍴,タウ
橖,タウ
榶,タウ
㲥,タウ
㼺,タウ
郎,ラウ
蓈,ラウ
稂,ラウ
桹,ラウ
廊,ラウ
榔,ラウ
鋃,ラウ
硠,ラウ
𪁜,ラウ
浪,ラウ
䯖,ラウ
蜋,ラウ
𩷕,ラウ
琅,ラウ
瑯,ラウ
㝗,ラウ
狼,ラウ
欴,ラウ
𦵧,ラウ
踉,ラウ
莨,ラウ
㟍,ラウ
䡙,ラウ
艆,ラウ
駺,ラウ
躴,ラウ
筤,ラウ
𥍫,ラウ
閬,ラウ
哴,ラウ
當,タウ
鐺,タウ
簹,タウ
襠,タウ
璫,タウ
𨎴,タウ
檔,タウ
儅,タウ
𦡁,タウ
㼕,タウ
蟷,タウ
倉,サウ
蒼,サウ
鶬,サウ
𩀞,サウ
滄,サウ
凔,サウ
𠥐,サウ
岡,カウ
崗,カウ
剛,カウ
㓻,カウ
掆,カウ
笐,カウ
鋼,カウ
綱,カウ
亢,カウ
犅,カウ
堈,カウ
𤭛,カウ
牨,カウ
苀,カウ
魧,カウ
迒,カウ
桑,サウ
桒,サウ
𠸶,サウ
喪,サウ
𦅇,サウ
𩦌,サウ
康,カウ
穅,カウ
糠,カウ
㱂,カウ
㝩,カウ
槺,カウ
𨻷,カウ
䗧,カウ
𥉽,カウ
邟,カウ
漮,カウ
𤮊,カウ
㼹,カウ
躿,カウ
荒,クヮウ
𥡃,クヮウ
肓,クヮウ
衁,クヮウ
𩣐,クヮウ
鄺,クヮウ
𥿼,クヮウ
㠵,クヮウ
𧧢,クヮウ
䀮,クヮウ
𣆖,クヮウ
㡆,クヮウ
巟,クヮウ
𣺬,クヮウ
黃,クヮウ
皇,クヮウ
璜,クヮウ
惶,クヮウ
遑,クヮウ
潢,クヮウ
堭,クヮウ
煌,クヮウ
餭,クヮウ
騜,クヮウ
艎,クヮウ
簧,クヮウ
隍,クヮウ
癀,クヮウ
𨝴,クヮウ
湟,クヮウ
徨,クヮウ
篁,クヮウ
鱑,クヮウ
蝗,クヮウ
凰,クヮウ
偟,クヮウ
媓,クヮウ
獚,クヮウ
蟥,クヮウ
韹,クヮウ
𨜔,クヮウ
䍿,クヮウ
䅣,クヮウ
𤯷,クヮウ
葟,クヮウ
趪,クヮウ
光,クヮウ
灮,クヮウ
洸,クヮウ
桄,クヮウ
胱,クヮウ
垙,クヮウ
𨎩,クヮウ
輄,クヮウ
橫,クヮウ
𩧉,クヮウ
恍,クヮウ
茪,クヮウ
僙,クヮウ
侊,クヮウ
湯,タウ
簜,タウ
鏜,タウ
闛,タウ
𧼮,タウ
踼,タウ
盪,タウ
蝪,タウ
鼞,タウ
薚,タウ
𦳝,タウ
滂,ハウ
鎊,ハウ
霶,ハウ
雱,ハウ
䨦,ハウ
磅,ハウ
𣂆,ハウ
汪,ワウ
尣,ワウ
尪,ワウ
洸,ワウ
𪁘,ワウ
鴦,アウ
佒,アウ
咉,アウ
𧲱,アウ
㹧,アウ
眏,アウ
姎,アウ
炕,カウ
㰠,カウ
䐠,カウ
忼,カウ
航,カウ
筕,カウ
桁,カウ
行,カウ
迒,カウ
𨁈,カウ
頏,カウ
𦐄,カウ
魧,カウ
胻,カウ
邟,カウ
杭,カウ
沆,カウ
蚢,カウ
肮,カウ
苀,カウ
抗,カウ
吭,カウ
茫,バウ
吂,バウ
䀮,バウ
汒,バウ
恾,バウ
忙,バウ
朚,バウ
邙,バウ
芒,バウ
𥐞,バウ
杗,バウ
蘉,バウ
𡩩,バウ
𨛌,バウ
臧,サウ
匨,サウ
䍧,サウ
戕,サウ
贓,サウ
样,サウ
囊,ダウ
蠰,ダウ
傍,ハウ
彷,ハウ
膀,ハウ
髈,ハウ
䠙,ハウ
趽,ハウ
房,ハウ
旁,ハウ
篣,ハウ
𨜷,ハウ
螃,ハウ
䅭,ハウ
騯,ハウ
卬,ガウ
䭹,ガウ
枊,ガウ
昂,ガウ
䒢,ガウ
㭿,ガウ
䩕,ガウ
藏,サウ
䯑,クヮウ
幫,ハウ
縍,ハウ
㨍,ハウ
𨢐,ハウ
鞤,ハウ
庚,カウ
鶊,カウ
更,カウ
䢚,カウ
秔,カウ
稉,カウ
粳,カウ
賡,カウ
羹,カウ
𩱧,カウ
埂,カウ
浭,カウ
阬,カウ
坑,カウ
硎,カウ
𥉸,カウ
砊,カウ
劥,カウ
盲,マウ
蝱,マウ
鄳,マウ
𥋝,マウ
莔,マウ
𨞚,マウ
䥰,マウ
𥭮,マウ
橫,クヮウ
黌,クヮウ
蝗,クヮウ
鐄,クヮウ
瑝,クヮウ
喤,クヮウ
鍠,クヮウ
䬝,クヮウ
㶇,クヮウ
䄓,クヮウ
𧝒,クヮウ
𤮏,クヮウ
𪏓,クヮウ
𢘌,クヮウ
韹,クヮウ
彋,クヮウ
閍,ハウ
祊,ハウ
𥛱,ハウ
騯,ハウ
嗙,ハウ
㔙,ハウ
觵,クヮウ
觥,クヮウ
侊,クヮウ
𩃙,クヮウ
䍔,クヮウ
𣘯,クヮウ
彭,ハウ
澎,ハウ
膨,ハウ
蟚,ハウ
䰃,ハウ
棚,ハウ
榜,ハウ
䄘,ハウ
搒,ハウ
蒡,ハウ
篣,ハウ
𩡕,ハウ
騯,ハウ
憉,ハウ
𣂆,ハウ
輣,ハウ
𨍩,ハウ
瞠,タウ
橕,タウ
樘,タウ
䟓,タウ
竀,タウ
鎗,サウ
鐺,サウ
槍,サウ
琤,サウ
傖,サウ
䚘,サウ
𩫿,サウ
鬇,サウ
崢,サウ
霙,エイ
鉠,エイ
韺,エイ
渶,エイ
鶧,エイ
英,エイ
瑛,エイ
㿮,エイ
媖,エイ
楧,エイ
磅,ハウ
恲,ハウ
亨,ハウ
澎,ハウ
平,ヘイ
評,ヘイ
苹,ヘイ
枰,ヘイ
泙,ヘイ
坪,ヘイ
胓,ヘイ
蚲,ヘイ
驚,ケイ
京,ケイ
荆,ケイ
麠,ケイ
麖,ケイ
鶁,ケイ
蟼,ケイ
明,メイ
盟,メイ
𥁰,メイ
䳟,メイ
鳴,メイ
棖,タウ
盯,タウ
澄,タウ
掁,タウ
䟫,タウ
挰,タウ
憕,タウ
趟,タウ
𩘽,タウ
榮,ヱイ
禜,ヱイ
蠑,ヱイ
瑩,ヱイ
揘,ヱイ
嶸,ヱイ
兵,ヘイ
兄,クヱイ
卿,ケイ
生,セイ
笙,セイ
牲,セイ
猩,セイ
狌,セイ
鉎,セイ
甥,セイ
䴤,セイ
鼪,セイ
珄,セイ
擎,ケイ
勍,ケイ
黥,ケイ
䵞,ケイ
剠,ケイ
䲔,ケイ
鯨,ケイ
檠,ケイ
樈,ケイ
葝,ケイ
䫆,ケイ
迎,ゲイ
行,カウ
衡,カウ
䯒,カウ
胻,カウ
洐,カウ
筕,カウ
珩,カウ
桁,カウ
蘅,カウ
𦣍,カウ
鬤,ダウ
㲰,ダウ
𠽽,ダウ
獰,ダウ
𥣗,ダウ
𧂘,ダウ
耕,カウ
鏗,カウ
銵,カウ
䡰,カウ
鳽,カウ
誙,カウ
牼,カウ
𡷨,カウ
硻,カウ
殸,カウ
㧶,カウ
䡩,カウ
硜,カウ
摼,カウ
㰢,カウ
羥,カウ
甍,バウ
𣞑,バウ
䉚,バウ
萌,バウ
氓,バウ
甿,バウ
嫇,バウ
蕄,バウ
𥋝,バウ
𧂛,バウ
𥌯,バウ
浜,ハウ
捠,ハウ
宏,クヮウ
紘,クヮウ
紭,クヮウ
閎,クヮウ
嶸,クヮウ
嵤,クヮウ
𧮯,クヮウ
耾,クヮウ
翃,クヮウ
浤,クヮウ
竑,クヮウ
宖,クヮウ
鈜,クヮウ
吰,クヮウ
𥐪,クヮウ
彋,クヮウ
莖,カウ
䪫,カウ
牼,カウ
甖,アウ
罌,アウ
罃,アウ
鶯,アウ
嚶,アウ
櫻,アウ
嫈,アウ
鸚,アウ
譻,アウ
鸎,アウ
褮,アウ
𠠜,アウ
莖,アウ
崢,サウ
𦱊,サウ
鬇,サウ
埩,サウ
鏳,サウ
崝,サウ
琤,サウ
錚,サウ
凈,サウ
棦,サウ
噌,サウ
儜,ダウ
薴,ダウ
鬡,ダウ
𧭈,ダウ
鑏,ダウ
䭢,ダウ
嬣,ダウ
怦,ハウ
姘,ハウ
閛,ハウ
𤘾,ハウ
伻,ハウ
弸,ハウ
䍬,ハウ
㛁,ハウ
匉,ハウ
抨,ハウ
砰,ハウ
轟,クヮウ
輷,クヮウ
䎕,クヮウ
揈,クヮウ
訇,クヮウ
鍧,クヮウ
渹,クヮウ
𦑟,クヮウ
𥕗,クヮウ
𢝁,クヮウ
繃,ハウ
絣,ハウ
𢆸,ハウ
拼,ハウ
䑫,ハウ
橙,タウ
揨,タウ
𢾊,タウ
𢿦,タウ
湞,タウ
朾,タウ
虰,タウ
憕,タウ
瞪,タウ
䆵,タウ
䁎,タウ
䆑,タウ
泓,ワウ
謍,ワウ
宖,ワウ
𨳮,ワウ
娙,ガウ
俓,ガウ
爭,サウ
箏,サウ
埩,サウ
綪,サウ
䋫,サウ
猙,サウ
䱢,サウ
清,セイ
圊,セイ
情,セイ
晴,セイ
請,セイ
夝,セイ
䝼,セイ
精,セイ
氏,セイ
菁,セイ
鶄,セイ
蜻,セイ
晶,セイ
鼱,セイ
婧,セイ
睛,セイ
𣻒,セイ
旌,セイ
旍,セイ
箐,セイ
𩓨,セイ
聙,セイ
盈,エイ
嬴,エイ
㜲,エイ
瀛,エイ
籝,エイ
楹,エイ
贏,エイ
𤟣,エイ
䕦,エイ
𨜏,エイ
𦝚,エイ
攍,エイ
營,エイ
鎣,エイ
塋,エイ
䁝,エイ
濴,エイ
謍,エイ
嬰,エイ
瓔,エイ
纓,エイ
攖,エイ
𨟙,エイ
賏,エイ
蘡,エイ
貞,テイ
楨,テイ
禎,テイ
𨜓,テイ
湞,テイ
𨺟,テイ
檉,テイ
偵,テイ
赬,テイ
䞓,テイ
䟓,テイ
竀,テイ
蟶,テイ
虰,テイ
成,セイ
𢦩,セイ
城,セイ
誠,セイ
宬,セイ
郕,セイ
筬,セイ
盛,セイ
珹,セイ
䫆,セイ
呈,テイ
程,テイ
酲,テイ
𨜓,テイ
珵,テイ
䇸,テイ
裎,テイ
聲,セイ
征,セイ
延,セイ
鯖,セイ
𨢹,セイ
𦙫,セイ
鉦,セイ
怔,セイ
正,セイ
鴊,セイ
䋊,セイ
眐,セイ
𧘿,セイ
佂,セイ
輕,ケイ
𨆪,ケイ
鑋,ケイ
名,メイ
洺,メイ
跉,レイ
令,レイ
并,ヘイ
栟,ヘイ
箳,ヘイ
屏,ヘイ
傾,ケイ
頃,ケイ
縈,エイ
褮,エイ
嫈,エイ
䪯,エイ
𢄋,エイ
瓊,ケイ
璚,ケイ
煢,ケイ
焭,ケイ
睘,ケイ
惸,ケイ
𢶇,ケイ
藑,ケイ
嬛,ケイ
𡞦,ケイ
赹,ケイ
憌,ケイ
𢗋,ケイ
𦽓,ケイ
𦾵,ケイ
𨍶,ケイ
㒌,ケイ
騂,セイ
𤙡,セイ
垶,セイ
觪,セイ
頸,ケイ
𩷏,ケイ
葝,ケイ
𦳲,ケイ
𧵣,ケイ
靑,セイ
鶄,セイ
鯖,セイ
蜻,セイ
靘,セイ
經,ケイ
涇,ケイ
頸,ケイ
巠,ケイ
㓝,ケイ
刑,ケイ
形,ケイ
邢,ケイ
𤬐,ケイ
䣆,ケイ
桯,ケイ
鉶,ケイ
型,ケイ
陘,ケイ
侀,ケイ
硎,ケイ
娙,ケイ
鈃,ケイ
㼛,ケイ
𤭓,ケイ
鋞,ケイ
庭,テイ
停,テイ
鼮,テイ
莛,テイ
葶,テイ
筳,テイ
亭,テイ
聤,テイ
霆,テイ
渟,テイ
𩹇,テイ
綎,テイ
娗,テイ
㼗,テイ
𧖧,テイ
挺,テイ
楟,テイ
蜓,テイ
廷,テイ
㹶,テイ
𧓴,テイ
丁,テイ
釘,テイ
玎,テイ
䦺,テイ
靪,テイ
虰,テイ
仃,テイ
叮,テイ
馨,ケイ
𠷓,ケイ
蛵,ケイ
星,セイ
曐,セイ
腥,セイ
胜,セイ
鮏,セイ
鯹,セイ
𥠀,セイ
醒,セイ
鉎,セイ
篂,セイ
猩,セイ
惺,セイ
靈,レイ
霛,レイ
𩄀,レイ
𩆜,レイ
舲,レイ
齡,レイ
麢,レイ
𦏰,レイ
囹,レイ
鴒,レイ
䉁,レイ
蛉,レイ
鈴,レイ
霝,レイ
醽,レイ
苓,レイ
櫺,レイ
柃,レイ
𩆚,レイ
伶,レイ
泠,レイ
瓴,レイ
𧕅,レイ
拎,レイ
刢,レイ
𧆺,レイ
𤣘,レイ
𤫲,レイ
玲,レイ
𦉢,レイ
𩖊,レイ
㾉,レイ
聆,レイ
竛,レイ
𠄖,レイ
蘦,レイ
軨,レイ
䡼,レイ
笭,レイ
零,レイ
孁,レイ
令,レイ
𪕌,レイ
灵,レイ
𩟃,レイ
𩵀,レイ
龗,レイ
翎,レイ
閝,レイ
鹷,レイ
䴇,レイ
昤,レイ
駖,レイ
𧖜,レイ
𩆮,レイ
蕶,レイ
酃,レイ
詅,レイ
彾,レイ
䯍,レイ
呤,レイ
跉,レイ
狑,レイ
𤣤,レイ
爧,レイ
冷,レイ
怜,レイ
𠱠,レイ
𦫊,レイ
𢺰,レイ
澪,レイ
鏻,レイ
𥤞,レイ
秢,レイ
䕘,レイ
獜,レイ
岭,レイ
魿,レイ
𣬹,レイ
𩚹,レイ
紷,レイ
䉹,レイ
砱,レイ
阾,レイ
羚,レイ
姈,レイ
㸳,レイ
寧,ネイ
寍,ネイ
鸋,ネイ
䆨,ネイ
𣍆,ネイ
𨛲,ネイ
𧕝,ネイ
嚀,ネイ
聹,ネイ
汀,テイ
訂,テイ
桯,テイ
綎,テイ
聽,テイ
廳,テイ
町,テイ
艼,テイ
𦉬,テイ
䩠,テイ
鞓,テイ
䋼,テイ
𦀚,テイ
庁,テイ
冥,メイ
榠,メイ
銘,メイ
鄍,メイ
溟,メイ
䫤,メイ
螟,メイ
𧱴,メイ
猽,メイ
蓂,メイ
瞑,メイ
𥹆,メイ
嫇,メイ
覭,メイ
暝,メイ
瓶,ヘイ
缾,ヘイ
蛢,ヘイ
䶄,ヘイ
屏,ヘイ
荓,ヘイ
䈂,ヘイ
軿,ヘイ
萍,ヘイ
蓱,ヘイ
竮,ヘイ
郱,ヘイ
畊,ヘイ
洴,ヘイ
箳,ヘイ
熒,ケイ
褮,ケイ
螢,ケイ
滎,ケイ
䁝,ケイ
𧵣,ケイ
扃,ケイ
駉,ケイ
駫,ケイ
坰,ケイ
冋,ケイ
𪕍,ケイ
絅,ケイ
𣕄,ケイ
蒸,ショウ
䒱,ショウ
烝,ショウ
𦚦,ショウ
䕄,ショウ
篜,ショウ
脀,ショウ
承,ショウ
丞,ショウ
𨋬,ショウ
澂,チョウ
澄,チョウ
瞪,チョウ
憕,チョウ
懲,チョウ
陵,リョウ
淩,リョウ
夌,リョウ
綾,リョウ
凌,リョウ
𠗲,リョウ
蔆,リョウ
菱,リョウ
䔖,リョウ
㥄,リョウ
鯪,リョウ
崚,リョウ
㱥,リョウ
𡕮,リョウ
𩜁,リョウ
掕,リョウ
祾,リョウ
𣣋,リョウ
膺,ヨウ
應,ヨウ
𧕄,ヨウ
鷹,ヨウ
凭,ヒョウ
馮,ヒョウ
憑,ヒョウ
淜,ヒョウ
㵗,ヒョウ
冫,ヒョウ
冰,ヒョウ
掤,ヒョウ
蠅,ヨウ
繩,ショウ
譝,ショウ
憴,ショウ
鱦,ショウ
乗,ショウ
椉,ショウ
𠅞,ショウ
澠,ショウ
溗,ショウ
塍,ショウ
塖,ショウ
騬,ショウ
升,ショウ
昇,ショウ
陞,ショウ
勝,ショウ
抍,ショウ
仍,ジョウ
艿,ジョウ
䚮,ジョウ
辸,ジョウ
礽,ジョウ
扔,ジョウ
㭁,ジョウ
兢,キョウ
矜,キョウ
徵,チョウ
𨟃,チョウ
癥,チョウ
𣃘,チョウ
繒,ショウ
鄫,ショウ
驓,ショウ
橧,ショウ
竲,ショウ
嶒,ショウ
凝,ギョウ
興,キョウ
𨞾,キョウ
稱,ショウ
爯,ショウ
偁,ショウ
殑,キョウ
䔷,キョウ
㱡,ショウ
硱,キョウ
僜,チョウ
庱,チョウ
睖,チョウ
磳,ショウ
砯,ヒョウ
登,トウ
璒,トウ
燈,トウ
簦,トウ
㲪,トウ
䔲,トウ
㽅,トウ
䳾,トウ
楞,ロウ
棱,ロウ
稜,ロウ
輘,ロウ
倰,ロウ
祾,ロウ
僧,ソウ
鬙,ソウ
䒏,ソウ
崩,ホウ
增,ソウ
憎,ソウ
磳,ソウ
曾,ソウ
矰,ソウ
罾,ソウ
熷,ソウ
䎖,ソウ
竲,ソウ
橧,ソウ
譄,ソウ
𦼏,ソウ
瞢,ボウ
蕄,ボウ
䒐,ボウ
層,ソウ
曾,ソウ
䁬,ソウ
朋,ホウ
堋,ホウ
鵬,ホウ
棚,ホウ
倗,ホウ
鬅,ホウ
弘,コウ
鞃,コウ
苰,コウ
肱,コウ
𩉦,コウ
薨,コウ
𠐿,コウ
𩖉,コウ
𩙛,コウ
𤃫,コウ
能,ドウ
騰,トウ
滕,トウ
縢,トウ
幐,トウ
螣,トウ
藤,トウ
謄,トウ
𧈜,トウ
儯,トウ
𤻴,トウ
鰧,トウ
𥉋,トウ
恒,コウ
𢛢,コウ
峘,コウ
搄,コウ
縆,コウ
絙,コウ
鼟,トウ
膯,トウ
𤃶,トウ
𧰥,トウ
漰,ホウ
堋,ホウ
尤,イウ
𣏞,イウ
腄,イウ
疣,イウ
肬,イウ
𪐤,イウ
沋,イウ
郵,イウ
訧,イウ
憂,イウ
優,イウ
瀀,イウ
𢕶,イウ
麀,イウ
𪋎,イウ
櫌,イウ
鄾,イウ
𢆶,イウ
怮,イウ
嚘,イウ
耰,イウ
獶,イウ
𧀥,イウ
纋,イウ
㱊,イウ
妋,イウ
劉,リウ
留,リウ
蒥,リウ
勠,リウ
摎,リウ
鶹,リウ
騮,リウ
駵,リウ
疁,リウ
𥹷,リウ
流,リウ
㳅,リウ
飂,リウ
飀,リウ
瘤,リウ
榴,リウ
瑬,リウ
旒,リウ
瑠,リウ
𪕚,リウ
𤠑,リウ
䉧,リウ
𥰣,リウ
瀏,リウ
䬟,リウ
䱖,リウ
鰡,リウ
嵧,リウ
𣠚,リウ
鎦,リウ
𦃓,リウ
𢷶,リウ
𨶪,リウ
懰,リウ
餾,リウ
䖻,リウ
裗,リウ
𪆱,リウ
𪎣,リウ
硫,リウ
遛,リウ
䚧,リウ
憀,リウ
鏐,リウ
秋,シウ
秌,シウ
鞧,シウ
緧,シウ
𦃈,シウ
鞦,シウ
湫,シウ
鶖,シウ
鰍,シウ
楸,シウ
萩,シウ
𪓰,シウ
䵸,シウ
蟗,シウ
䨂,シウ
篍,シウ
趥,シウ
猷,イウ
猶,イウ
悠,イウ
油,イウ
由,イウ
攸,イウ
蕕,イウ
浟,イウ
𠧷,イウ
𢋅,イウ
冘,イウ
邎,イウ
輶,イウ
蘨,イウ
秞,イウ
蚰,イウ
蝣,イウ
櫾,イウ
楢,イウ
𦳷,イウ
斿,イウ
游,イウ
遊,イウ
𨒰,イウ
卣,イウ
䚻,イウ
鮋,イウ
䱔,イウ
抌,イウ
揄,イウ
舀,イウ
偤,イウ
䍃,イウ
𤪎,イウ
邮,イウ
繇,イウ
㳛,イウ
㾞,イウ
囮,イウ
㘥,イウ
庮,イウ
甹,イウ
𣔴,イウ
𧡹,イウ
𦵵,イウ
牛,ギウ
遒,シウ
鮂,シウ
䎿,シウ
蝤,シウ
啾,シウ
逎,シウ
𩭓,シウ
揂,シウ
揫,シウ
湫,シウ
𣟼,シウ
酋,シウ
㥢,シウ
遒,シウ
䎿,シウ
崷,シウ
鰌,シウ
蝤,シウ
煪,シウ
𧤕,シウ
𦵩,シウ
脩,シウ
修,シウ
羞,シウ
𩛢,シウ
𩝧,シウ
䡭,シウ
樇,シウ
抽,チウ
𢭆,チウ
㨨,チウ
婤,チウ
𥈌,チウ
惆,チウ
瘳,チウ
妯,チウ
恘,キウ
惆,キウ
㲃,キウ
犫,シウ
犨,シウ
周,シウ
州,シウ
𥺝,シウ
輖,シウ
洲,シウ
賙,シウ
喌,シウ
舟,シウ
郮,シウ
婤,シウ
讎,シウ
𣫐,シウ
𣀓,シウ
鮋,シウ
酬,シウ
醻,シウ
詶,シウ
雔,シウ
魗,シウ
𨞪,シウ
柔,ジウ
鍒,ジウ
㽥,ジウ
騥,ジウ
蝚,ジウ
蹂,ジウ
葇,ジウ
鞣,ジウ
鰇,ジウ
瑈,ジウ
腬,ジウ
鶔,ジウ
揉,ジウ
䰆,ジウ
𨛶,ジウ
䐓,ジウ
收,シウ
丘,キウ
丠,キウ
蓲,キウ
蚯,キウ
邱,キウ
訄,キウ
䬌,フウ
秠,フウ
𡫺,フウ
衃,フウ
肧,フウ
紑,フウ
醅,フウ
鳩,キウ
𦫶,キウ
𠠳,キウ
朻,キウ
䡂,キウ
㽱,キウ
𨷺,キウ
丩,キウ
龜,キウ
勼,キウ
不,フウ
哹,フウ
紑,フウ
䍍,フウ
鴀,フウ
𢯱,シウ
捜,シウ
𩜯,シウ
䬒,シウ
𣸈,シウ
䤹,シウ
廋,シウ
蒐,シウ
𦺋,シウ
獀,シウ
䐹,シウ
𨜛,シウ
䗏,シウ
䮟,シウ
犙,シウ
䤇,シウ
𧼭,シウ
搊,シウ
𢬆,シウ
篘,シウ
醔,シウ
㮲,シウ
𥻤,シウ
謅,シウ
鄒,スウ
鄹,スウ
郰,スウ
騶,スウ
齱,スウ
陬,スウ
緅,スウ
䑼,スウ
𨃘,スウ
菆,スウ
棷,スウ
箃,スウ
𠿈,スウ
黀,スウ
愁,シウ
㵞,シウ
休,キウ
貅,キウ
㹯,キウ
鵂,キウ
𩢮,キウ
㾋,キウ
庥,キウ
脙,キウ
𦜵,キウ
髤,キウ
䰍,キウ
咻,キウ
㵻,キウ
囚,シウ
泅,シウ
汓,シウ
苬,シウ
慒,シウ
鮂,シウ
儔,チウ
檮,チウ
躊,チウ
幬,チウ
𢃖,チウ
裯,チウ
𠷎,チウ
疇,チウ
紬,チウ
綢,チウ
稠,チウ
燽,チウ
薵,チウ
鯈,チウ
籌,チウ
𪆇,チウ
𪇘,チウ
棸,チウ
椆,チウ
怞,チウ
𦡴,チウ
懤,チウ
鮋,チウ
䬞,チウ
菗,チウ
𨞪,チウ
𢤉,チウ
輈,チウ
盩,チウ
啁,チウ
譸,チウ
侜,チウ
𩢸,チウ
調,チウ
咮,チウ
𧻖,チウ
𥎻,チウ
矪,チウ
𧚍,キウ
裘,キウ
仇,キウ
叴,キウ
厹,キウ
求,キウ
𡨃,キウ
頄,キウ
蛷,キウ
𧒔,キウ
逑,キウ
球,キウ
璆,キウ
艽,キウ
鼽,キウ
莍,キウ
䣇,キウ
賕,キウ
殏,キウ
梂,キウ
朹,キウ
㭝,キウ
俅,キウ
脙,キウ
𦜵,キウ
馗,キウ
䊵,キウ
絿,キウ
䜪,キウ
扏,キウ
銶,キウ
𩒮,キウ
𥭑,キウ
毬,キウ
䟵,キウ
犰,キウ
𧻱,キウ
訅,キウ
釚,キウ
捄,キウ
肍,キウ
𢛃,キウ
𦬖,キウ
訄,キウ
浮,ホウ
哹,ホウ
桴,ホウ
枹,ホウ
𥰛,ホウ
罦,ホウ
䍖,ホウ
琈,ホウ
粰,ホウ
䳕,ホウ
罘,ホウ
䱐,ホウ
涪,ホウ
芣,ホウ
蜉,ホウ
烰,ホウ
鉜,ホウ
𡦄,ホウ
𢀼,ホウ
艀,ホウ
棓,ホウ
掊,ホウ
䍌,ホウ
䨗,ホウ
謀,ボウ
䱕,ボウ
雺,ボウ
眸,ボウ
牟,ボウ
侔,ボウ
矛,ボウ
𢦵,ボウ
鍪,ボウ
鞪,ボウ
麰,ボウ
𦭷,ボウ
堥,ボウ
劺,ボウ
𨡭,ボウ
蝥,ボウ
蟊,ボウ
鷚,ボウ
𩭾,ボウ
䋷,ボウ
恈,ボウ
鴾,ボウ
蛑,ボウ
繆,ボウ
侯,コウ
矦,コウ
𥎦,コウ
帿,コウ
鄇,コウ
䫛,コウ
鍭,コウ
銗,コウ
猴,コウ
糇,コウ
翭,コウ
翵,コウ
餱,コウ
喉,コウ
篌,コウ
鯸,コウ
㮢,コウ
𧮶,コウ
瘊,コウ
䗔,コウ
葔,コウ
骺,コウ
睺,コウ
䙈,コウ
謳,オウ
嘔,オウ
歐,オウ
甌,オウ
區,オウ
漚,オウ
鷗,オウ
䁱,オウ
瞘,オウ
櫙,オウ
蓲,オウ
醧,オウ
剾,オウ
䙔,オウ
鏂,オウ
膒,オウ
羺,ドウ
獳,ドウ
䨲,ドウ
䰰,ドウ
樓,ロウ
婁,ロウ
䣚,ロウ
𨻻,ロウ
𧁾,ロウ
蔞,ロウ
𠞭,ロウ
䝏,ロウ
𦎹,ロウ
僂,ロウ
艛,ロウ
耬,ロウ
髏,ロウ
膢,ロウ
𤬏,ロウ
廔,ロウ
剅,ロウ
摟,ロウ
嘍,ロウ
瞜,ロウ
螻,ロウ
簍,ロウ
鞻,ロウ
慺,ロウ
鷜,ロウ
䱾,ロウ
褸,ロウ
遱,ロウ
謱,ロウ
涑,ソウ
鏉,ソウ
䩳,ソウ
𩌱,ソウ
𩮶,ソウ
摗,ソウ
𠘂,ソウ
𡠼,ソウ
彄,コウ
摳,コウ
剾,コウ
韝,コウ
𢂁,コウ
滱,コウ
夠,コウ
䁱,コウ
齁,コウ
𪅺,コウ
𣠏,ソウ
緅,ソウ
陬,ソウ
棷,ソウ
掫,ソウ
偷,トウ
鍮,トウ
鋀,トウ
媮,トウ
頭,トウ
㓱,トウ
投,トウ
𪎨,トウ
骰,トウ
𣪌,トウ
坄,トウ
牏,トウ
䤅,トウ
㢏,トウ
揄,トウ
窬,トウ
緰,トウ
歈,トウ
𪁞,トウ
齵,ゴウ
鉤,コウ
𠛎,コウ
溝,コウ
褠,コウ
韝,コウ
緱,コウ
篝,コウ
𥴴,コウ
𪓟,コウ
㗕,コウ
𤫱,コウ
䑦,コウ
冓,コウ
枸,コウ
句,コウ
軥,コウ
夠,コウ
鴝,コウ
兠,トウ
侸,トウ
吺,トウ
篼,トウ
𥆖,トウ
剅,トウ
𧢗,トウ
𧯠,トウ
郖,トウ
𩮷,トウ
㔌,ソウ
鯫,ソウ
裒,ホウ
䯽,ホウ
捊,ホウ
抔,ホウ
掊,ホウ
䏽,ホウ
𩚭,ホウ
䍌,ホウ
箁,ホウ
䜅,ソウ
呣,ボウ
幽,イウ
泑,イウ
呦,イウ
𣢜,イウ
𧍘,イウ
怮,イウ
𢆶,イウ
